image_id,text,label
6a5ce645jw1eyavdi2ojkj20c807u3zb.jpg,"[The arm of the 3-year-old and 5-year-old brothers was swallowed by the machine&quot; Who can help them?] On the 18th, when two boys in Jiangsu were playing in the iron sheet processing shop opened by their father, their brother's left arm was twisted into the iron sheet machine, and his brother's hands were also twisted to save his brother. The younger brother was amputated, and the elder brother's hands were seriously injured and might be amputated. Facing the treatment fee of more than 100000 yuan, the family was at a loss. If you can help them, please contact Xuzhou Renci Hospital 0516-87336297. Help the children! (CCTV)",1
5deb226ejw1e2o7tbzn5xj.jpg,"It's terrible. On March 15 this year, 17 kinds of ""problem foods"" were exposed: 1 Lanzhou ramen noodles, 2 casserole porridge 'seasoning' carcinogenic, 3 Lai Yifen, 4 Liton tea, 5 Prince's milk powder, 6 Starbucks ice cream, 7 Northeast dumplings and mouse meat, 8 egg yolk pie and durian crisp, 9 Mengniu, 10 unified milk tea, 11 snake fruit waxing, 12 Coke, 13 Ferret chocolate has' live moths', 14 barbecue, 15 artificial eggs, 16 sterilized cucumber, 17 fruit oranges! Is this taking poison?",0
005DWQgBjw1ev1wwm98d1j30e20p0go3.jpg,"#Tianjin Tanggu Big Bang # Please find out the truth, and don't let the firefighters sacrifice for nothing to ask CCTV and Tianjin Satellite TV to tell the truth, and don't misrepresent the death toll!",0
597d6827jw1ev0tarb1b8j20f00qowhl.jpg,The only thing we can do is hang on the fool and the dog,0
917dbf06gw1evpn1d7ttwj20y218gtb0.jpg,"[Shinzo Abe, Prime Minister of Japan, was terrified and announced his resignation today!] More highlights are in the 360 mobile browser! O Shinzo Abe, Prime Minister of Japan, was terrified and announced his resignation today!",0
80b092fcjw1e5in4ldzyoj20c8081aag.jpg,"Rebuilding after collapse has effectively boosted Malaysia's GDP—— At about 6:50 on the evening of June 6, China's largest single foreign aid project also collapsed, with one death and three injuries. China has provided US $800 million to build the second Penang Bridge for Malaysia. One of the contractors is China Communications Construction Corporation, which is the contractor of the Harbin Yangmingtan Bridge that overturned.",0
70e052d9tw1dtn5j6tm8vj.jpg,"[The pocket monkey is popular on the Internet, and the intelligent pet is ""not easy to keep""] Yesterday, the picture of a pet monkey was popular on the Internet. It is understood that this kind of monkey, called ""stone monkey"" pet monkey, must be purchased from legal vendors. But stone monkeys are not easy to raise. Some netizens said that stone monkeys are too lively. ""They are very naughty and have high imitation ability. Sometimes they will open the gas valve and play with a lighter. It is very dangerous!"" Please pay attention to @ Global Shock 100%",0
0062igKFjw1etbgnt8ianj30c302wq38.jpg,"(Turn) Hurry to find the child, turn, spread, help] Notice for finding people 13940292999. Wired payment of 100000 yuan helped spread. This morning, a three-year-old girl was abducted near the Jinxiu Garden Community. The little girl could tell her father's mobile phone number O Web link",0
4d600c73jw1e0ry3enpdnj.jpg,"Listen, my friends! Zhang Yuming, Ministry of Public Security, especially reminds you that if someone approaches you on the road, sells you Tieguanyin in Anxi, Fujian, and asks you to smell it, you must be careful not to be cheated! That is Guanyintu. It is a kind of mesmerizing medicine. You will faint at the first smell! In the case of murder, the light will rob and the money will rob, and the heavy will kill and sell organs at a high price! It is very cruel. Now it has appeared in Guangdong, Hebei, Heilongjiang, Tianjin and other provinces and cities!",0
593bbc68gw1ez743uta4nj208c06daal.jpg,"[Famous universities are exposed to the fact that two candidates for the postgraduate entrance re-examination were admitted after private score changes] Recently, Professor Fang Liufang of the China University of Political Science and Law disclosed that in the 2014 postgraduate re-examination of the China-Europe Law School of the university, two candidates were recorded after private score changes. The two men were each 15 points higher. The college said that there were too many places in that year. It's a pity to be dissatisfied with the recruitment. The score of the entrance re-examination of the graduate students of France University was revealed to be changed",1
a170cebejw1e81n9ut6sqj20f306vjs9.jpg,"When a Chinese tourist was traveling in Thailand, he ate a lot of durian and then drank coke, which caused caffeine poisoning and blood pressure soaring, resulting in sudden death of heart disease. He was only 28 years old. Thailand has a clear regulation that after eating a lot of durian, he cannot drink Coca-Cola within 8 hours!",0
971102e1jw1ev1vdav30ej20ci0m8q43.jpg,"#Tianjin Tanggu Big Bang # can't trust the media country, nor can we trust the microblog of the circle of friends, please let us trust who! May the dead rest in peace and the living be strong",0
005GtRxwjw1ep3epk5iqpj30e60ammxk.jpg,"This morning, a three-year-old girl in Leshan, Sichuan, was abducted near the Jinxiu Garden Community, The little girl can tell her father's mobile phone number. From the perspective of monitoring, it seems that she was taken away by a man in his 40s. Now adults are crazy. If you have any information, please tell them how grateful you are. Please pay attention to the contact person Zhang Jingjie 13759695559. Please stretch out your finger and press for 3 seconds to turn 2G93 Chengdu-Chongqing Ring Expressway",0
ab2e354bgw1e51zrkup47j206b07c74i.jpg,#Try to choose green and blue # Please pay attention when you buy toothpaste. Pay attention to the color bar at the bottom of the reverse side of the toothpaste tube when you buy toothpaste. Only today did you know that the original color bar has meaning-- From the publicity of Jiangxi Provincial Health Work Committee,0
68f3ac50jw1ev2bp0xp9ej20p018gah6.jpg,#Tianjin Tanggu Big Bang # Please give these innocent victims a statement to restore the truth,0
60718250jw1ev0a9mcdvfj20sg0sgdka.jpg,！ //@ Luo Zhixiang:,0
435d272ejw1e709mr5izuj208w068aaa.jpg,[Sad] A woman in Ningbo jumped off the roof of the hospital with her 4-month-old child because she couldn't afford the expensive medical expenses of her child. Mother and son died on the spot...,0
67841291jw1ekftwa4zhgj20b407r0t9.jpg,"[The head teacher offered a reward of 50 yuan to encourage students to jump off the building] The head teacher of Hanyang No. 1 Primary School said in the class that he was very happy to get paid. If any student dared to jump off the second floor, he would be rewarded with 50 yuan. The first and fourth grade students immediately said that he dared. The class teacher took his classmates to cheer downstairs. The boy jumped down and broke his leg on the spot. The school said that this was the personal behavior of the head teacher, and it had been opened and its destination was unknown. By Wuhan Morning Post O webpage link",0
75b52ed2jw1ex4cmqz597j20a70dmab6.jpg,"[The woman and her husband deliberately threw money on the way of collision] At 6 o'clock this morning, at the intersection of Nanjing 312 National Road and Qixianghe Road, a Zhenjiang license car suddenly hit a dirt truck. When the traffic police came to deal with it, the woman driver in the car unexpectedly threw out a lot of cash. It was learned that the woman ran a red light all the way from Zhenjiang to Nanjing because of conflicts with her husband, and deliberately collided with a dirt truck. O Netease Pictures",1
8514a28cjw1e4p5k8uo7xj20ag0eo74f.jpg,"#Lose face and lose it to the cartoon industry& nbsp;& nbsp;& nbsp;& nbsp; Hong Kong said that the inflatable rhubarb duck exploded in Hong Kong, which was caused by the cigarette end thrown by Hu of a tour group in Shenyang, China. On the evening of the 13th, the tour group took the luxury passenger ship ""Molia No."" and passed by the rhubarb. Hu threw 30 lighted cigarette butts at it and said to the tourists around ""I don't believe I can't kill you"". After the rhubarb fell down last night, the guide confirmed that the Hong Kong police had taken it into custody!",0
80a347a1jw1ev5ji6lyr5j20c8096gmq.jpg,"#Shangqiu Depth # This is the [search and rescue dog], this is a dog, who sleeps and struggles until late at night. When tired and sleepy, he will squint everywhere with firefighters and search and rescue soldiers. To save your life, both people and dogs save your life. Can you stop eating dog meat? Because they are not cuisine, but comrades-in-arms, life partners and family members! If you don't eat dog meat, please say something nice# Tianjin Tanggu Big Bang#",0
006f0Yijgw1ex6gxkvp2kj30f10qo0u3.jpg,"Urgent notice: please pay attention to the sincere appeal of Wang Xiaoyan, director of the Municipal Hospital of Traditional Chinese Medicine: five such patients have been encountered since work. Because of fever, the baby took ibuprofen suspension (Merrill Lynch) and developed Rui's syndrome, and four died after rescue! Another little angel left last night, hoping to tell friends with babies that children should not use [ibuprofen suspension] for fever. Forward everything you see! There is no limit to merit and virtue.",0
005Ix1asjw1eobcowu1j0j30nq0hsq4m.jpg,"The Maternity and Child Health Care Center reminds you, please don't give your baby any milk drinks with additives. Tell your friends who have children at home that they just read the news: Wangzai milk Coca-Cola, refreshing. Wahaha AD calcium milk, Dumiz, Abbott, Meijuyuan fruit grain milk, excellent pineapple flavor. Both contain Botox. Now it's urgent to recall. This must be changed",0
af8b675cjw1ev0t4wgioej20go0m8q5y.jpg,"My friends in Beijing should pay attention to this: I strongly appeal that you close the doors and windows, and are not sure whether there are harmful gases. Beijing is 150 kilometers away from Tanggu. The current wind speed is 3-4, and the speed is 21.6 km/h. It is expected to blow to Beijing in 7 hours. At 5:23 a.m. today, please close the doors and windows before sunrise, and try to go out with masks tomorrow morning!",0
865e6291jw1ev188bx05wj20hs0hswfd.jpg,"#Tianjin Tanggu Big Bang # # Just ask for a truth # Can't the authorities face the fact that everything is hidden? Facing the accident, facing the families of the accident, facing the people and facing the history. What's the use of praying. Want to fool the public! We are not stupid.",0
6693ce84gw1eyt7f45fsbj20c80r80wb.jpg,"[42 wrong folk childcare laws, are you still following them?] Recently, a pair of parents in Wuhan worried that their child would catch cold and keep adding clothes, which led to the child suffering from ""mugging heat syndrome"", and died of multiple organ failure just after the full moon. Shaving lanugo to make more hair, feeding glucose water to remove jaundice, giving urine to babies, and taking calcium whenever they move... These childcare methods are all harmful and useless# 42 wrong folk parenting laws # ↓↓↓ transfer to the novice parents around!",1
639f5412jw1e2fsd8hm44j.jpg,"There is something strange about the car theft and infanticide case in Jilin! It is said that Zhou Tongxi was responsible for his son! A thief who can strangle a baby cannot voluntarily surrender! Since it is surrendering after abandoning the car, why only take the baby's clothes@ Li Chengpeng @ Xue Manzi @ Headline News @ Phoenix Weekly @ Asia Newsweek Magazine",0
6db7eecbtw1e2mrjq8nj4j.jpg,"It was said that it was a colleague of Tencent Weibo team on the 17th floor of the Yinke Building, Tencent North Branch, who collapsed in the office. Now, the specific situation is unknown, and there are also rumors... Yes. Anyway, we internet brothers must cherish our body!!!",0
b0498dfajw1ebjf9lhmnvj20hs0qo0t2.jpg,"[Important news, everyone's attention] A new scam is coming. If you receive a call (including 10086 or 10010) and ask you to press the # key or any key, please do not press it. It is a fraud company. After you press any key, their machine connects to your SIM card to steal the online bank card secret, as well as all bank cards and duplicate cards bound to your mobile phone. CCTV ""Focus Interview"" has been broadcast at: 2 Taoyuan South Road",0
6a1f0209gw1dztb8nxhxsj.jpg,"[Dear, throw away your mobile phone while sleeping] In the past decade, the number of patients with glioma has increased significantly. Glioma is the most common brain tumor with a high rate of death and disability. Its high incidence is related to the excessive use of electronic products. Carrying mobile phones close to the body, often cooking phone porridge, and putting mobile phones on the pillow while sleeping will lead to the accumulation of radiation in the body and make the body self-repairing system ""tired"". Children's scalp and skull are thinner and more sensitive to radiation. (City Express)",0
625ab309jw1eys2t036kkj20hs0dcdgw.jpg,"[The US first deployed anti-submarine reconnaissance aircraft in Singapore] US media reported on the 7th that the US first deployed P-8 ""Poseidon"" anti-submarine reconnaissance aircraft in Singapore from December 7 to 14. In the Asia-Pacific region, the United States has previously used local airports in Japan and the Philippines to dispatch P-8 for reconnaissance activities. O Web link",1
7694d993jw1ee98dw8hz1j20m806ign7.jpg,"Flight MH370 was discovered by the Philippine maritime ship carrying out search and rescue mission 17 hours after the loss of contact. The fuselage of the aircraft was seriously damaged when it was found, but it was not disassembled. Most of the engine room is located below the water surface, and only the tail of the aircraft is exposed to the water, but a small number of passengers and crew members gather in the engine room at the tail of the aircraft, and dozens of passengers with water rescue equipment float on the sea within about one square kilometer of the surrounding area to wait for rescue.",0
5753887ejw1dwgz1obhb4j.jpg,South Korean President Lee Myung-bak apologized to the nation for the sexual abuse of a 7-year-old girl. [Transfer],0
9161e7f4jw1dxvzerjlaoj.jpg,"[New regulations on driver's license] From January 1, 2013: 1. If you run a red light, you will score 6 points and be fined 100 yuan. 2. Drunken driving is not allowed to obtain a driver's license within 5 years. 3. If the safety belt is not fastened, 3 points will be recorded and RMB 100 will be fined. 4. If the co-driver does not wear the seat belt, 1 point will be recorded and 50 yuan will be fined. 5. If you call your mobile phone while driving, you will get 3 points and be fined 100 yuan. 6. If you smoke while driving, score 1 point and fined 100 yuan. 7. If the number plate is intentionally blocked, 12 points will be recorded and the maximum penalty will be given. 8. 6 points for speeding.",0
005DexAajw1er4elz87bwj30dw0abdh9.jpg,"They are very poor here. The children in the school really need clothes because they are too poor to buy clothes and shoes. Especially in autumn and winter, the children are still so thin. They hope to get the help of kind-hearted people, old and new. If you have old clothes and shoes of children aged four to ten around you, just wash them. Address: Changsha Gongma Primary School, West District, Shiqu County, Ganzi Tibetan Autonomous Prefecture, Sichuan Province Zip code: 627350 Principal: Dawa Shou",0
6a5ce645jw1ezpxldyrv7j20c806vjrm.jpg,"[Police: We must not be brave] ""No matter how difficult and dangerous the road ahead is, our beliefs remain unchanged and will never change."" They have small families, wives, daughters and parents, but because of the responsibility on their shoulders, they put aside many of their attachment to protect our safety! In 2016, we hope that every policeman will be safe. O second video (CCTV) salute! Forward for love!",1
56961b6bjw1e6m2frf5x8j20d40jcwfe.jpg,"It is said that the nurse of Anzhen Hospital was beaten. Homepage Jun has a bad temper, but still can't understand that some people think that ""if you have a bad attitude, I can beat you."" Does the person who said this have a job? Is your work perfect? Why do some people think that they have more rights than others and can not be punished by law?",0
005DZXnjjw1erawecco61j30hs0qoq55.jpg,"Turn! Hurry to find the child, ask for help&nbsp& nbsp; The notice for finding people 13940292999. Wired payment of 100000 yuan helped spread. This morning, a little girl over three years old was abducted near the Jinxiu Garden Community. The little girl could tell her father's mobile phone number. From the perspective of monitoring, it was taken away by a man over forty years old. Now adults are all crazy. Informed people, please tell them how grateful to the brothers and sisters who saw the information",0
6933cac7jw1e4w7r39kv3j20xc18gwq9.jpg,"[Just learned little common sense] When you buy toothpaste, please pay attention to the color bar at the bottom of the reverse side of the toothpaste tube. Today, I learned that there are four color bars: green, blue, red and black. Green: pure natural; Blue: natural+medicine; Red: natural+chemical composition; Black: pure chemical. You should try to buy green and blue ones in the future. You should also go and see the color of your own toothpaste!",0
5172e225jw1dx2u0u1rntj.jpg,The new LOGO released this morning by Irish Ryre Airlines,0
4d353f02jw1eo2cs61b65j20m80goq4c.jpg,"[The corrupt officials who worship Buddha also fall] Corrupt officials often engage in corruption and seek the protection of gods. On the 4th, Yang Weize, the secretary of the Nanjing Municipal Party Committee who became the first tiger in the new year, was also guilty and scared, and went to Qixia Temple to burn incense on New Year's Day. But the gods, Buddha and Bodhisattva did not protect corrupt officials. Three days after burning incense, Yang Tiger was killed! Bodhisattva really, it is better to ask for the gods than to ask for yourself. How can you fall down without corruption?!",0
a78cd6e2jw1e4fu9ww2gmj20c1081t98.jpg,"[Pay attention to health] Lanzhou ramen can't be eaten! Nanjing TV Station made a program about it. All Lanzhou ramen parlors are using the ramen agent. The main ingredient of the ramen agent is fluffy ash, which contains a large amount of carcinogenic substance - arsenic. Now all Lanzhou ramen noodles use this preparation to make flour more elastic. If you put the fluffy ash into the paper cup, it will be oxidized, and pour the detergent solution onto the smooth surface",0
82d2a0b1jw1dyj5cclzgkj.jpg,"Sichuan Tibetan areas need clothes and shoes for children aged 4 to 10 years old, old and new. Just wash it clean. Address: Changsha Gongma Primary School, Shiqu County, Ganzi Tibetan Autonomous Prefecture, Sichuan Province. Post code: 627350&nbsp& nbsp; Principal: Dawa 15884044467&nbsp& nbsp; If you have the right clothes to mail, you can help transfer the post. Maybe your simple copy will give children a happy tomorrow. Add some cotton-padded clothes to the children in the cold weather and send them!",0
77fc1a3cjw1dzwyx0dck6j.jpg,"[Hilary fainted from overdose for many years and relied on aphrodisiac for sex is the root cause of the disease] According to the Daily Mail of England, an assistant recently disclosed her current erosive life - from wild sex life to dependence on aphrodisiac and other drugs, which was surprising. The 29-year-old assistant, who had served Hillary for seven years, said in an interview with the British media: ""She has sex with four to five men every day, which has become her favorite hobby.""",0
6a969b1cjw1dwpaokqse1j.jpg,"The box office of ""The Thirteen Hairpins in Jinling"" made by Chinese people was zero. Japan's ""Chaste Son"" 3D will be released in Chinese Mainland on September 12. September 12 is not only the anniversary of the Nanjing Massacre, but also the National Day. Don't forget the national humiliation!! As a Chinese, dare you let the box office of Zhenzi 3D go to zero on September 12. Friends&nbsp& nbsp;& nbsp; Pick up your mouse&nbsp& nbsp; Copy and paste&nbsp& nbsp;& nbsp; Turn around Turn around@ Du Feng",0
0065cNA6jw1er0izg19oqj30ci0d8ta6.jpg,"The Maternity and Child Health Care Center reminds you, please don't give your baby milk drinks with additives and additives. Tell your friends who have children at home, such as Wangzai milk, Coca-Cola, Shuangweiwei, Wahaha AD calcium milk, Dumiz, Abbott, and Meijuyuan fruit milk with pineapple flavor. Both contain Botox. Now it is urgent to recall. Turn around if you have children& nbsp;& nbsp;& nbsp;& nbsp;& nbsp;& nbsp;& nbsp;& nbsp;& nbsp;& nbsp;& nbsp;& nbsp;& nbsp;& nbsp;",0
6970c5e6jw1e2oh2r1z2fj.jpg,"On March 12, Beijing time, the actor Liu Xiaoling (Zhang Jinlai), who played the role of Sun Wukong in the 83rd edition of Journey to the West, died at the age of 53 at the Tzu Chi Hospital in Shaoxing, Zhejiang Province at 8:30 a.m. on March 12. If he brings countless joys to your childhood, and if you think he is an unsurpassed classic, please silently forward it, and let more people wish Brother Monkey a good journey! I have been happy for many years!",0
63d1db5ajw1e3x4c9949bj20hs0iwq5p.jpg,Sichuan giant pandas hold tightly [shed tears] when they see rescue workers,0
89f562bejw1equlc8m4a4j20qo0zk10f.jpg,"The Maternity and Child Health Care Center reminds you, please don't give your baby any milk drinks with additives. Tell your friends who have children at home that they just read the news: Wangzai milk Coca-Cola, refreshing. Wahaha AD calcium milk, Dumiz, Abbott, Meijuyuan fruit grain milk, excellent pineapple flavor. Both contain Botox. Urgent recall now&nbsp& nbsp;& nbsp;& nbsp; If parents and friends love their children, don't give them a drink! Turn!",0
005FcyCxjw1ev1zqx2dt9j30f00qo0wa.jpg,#Tanggu Explosion Truth # What are you hiding from the government?,0
af97a029jw1etiogt0ndwj20dc0nqq5h.jpg,"[Please avoid rumors] The driver of the accident who crashed Mazda in Nanjing was officially disclosed to be Xu Canhui O and suspected to be a drug driver. But then the police announced that the driver of the accident changed his name to Wang, and the white powder suspected of drugs in the car was changed to corn flour and flour twice. It was said that Xu Canhui was the descendant of the former commander Xu Shiyou, but the official was surprisingly silent... In this society you know, this incident is more bizarre and complicated",0
b485897bjw1dydcs22mroj.jpg,"#Photo News # [The network exposes that a gang rape offender in Shanxi ""turned into a county head!] Fan Yu, the county head of Daning County, Shanxi Province, was suspected of gang rape of girls in 1993, but with the intervention of his father Fan Jiheng (secretary of Linfen Municipal Party Committee and director of the Standing Committee of Linfen Municipal People's Congress), the grievances of the victims sank into the sea. The victim of gang rape repeatedly petitioned and failed, while the official career of the suspected gang rape suspect Fan Yu soared. From the county public security director to the county head.",0
71211dfagw1dvp1yn78o6j.jpg,"Liu Xiang's seven-step lay-up method is aimed at the distance from the starting point to the first hurdle of 13.72 meters. However, the shitty British changed the distance from the first hurdle to 13.85 meters, so Liu Xiang stepped on the hurdle with his first foot, which also led to four people in the final group falling on the hurdle. However, the British pig practiced 13.85 meters, so he did not fall off the hurdle. The British people did this to win the gold medal for their own country's people. The British pig [lb despised] @ the heart of the couple",0
a17854a5jw1erj2uo55xcj20cs0ew3yy.jpg,"[Not 9.6 million square kilometers!] According to the latest issue of American Geographic magazine, according to the data of American Remote Sensing Surveying and Mapping Satellite, China's land area is only 7.12 million square kilometers. In 1949, when the National Government withdrew from the mainland, it left an area of 11418174 square kilometers. At present, China's land area is only 7.12 million square kilometers. Please specify?",0
64ecc446gw1e5sb7bhontj20cr0c8wga.jpg,"[Huaxin] China's sixth set of RMB will be listed in 2013, adding new currencies of 1000 yuan and 500 yuan",0
470bf257gw1exmr9y9dssj20m80cctc7.jpg,"[Pink and gold: stars behind the box office myth] Between watching movies and watching the excitement, Chinese movies, especially those stars, began to create their own digital legends. Is there any reason or no reason behind this? In October last year, the media found that Huang Bo had a box office of 5 billion yuan, so the word ""5 billion emperor"" came out on the Internet. Is it meaningful to calculate the individual box office of actors? O Fans and gold: stars behind the box office myth",1
75b52ed2jw1ewoubzv2q7j20c80dogmu.jpg,"[Tourists crowded the panda base to see the ""cute"" panda] Tourists crowded the Chengdu Panda Base. I can't help sighing with the words ""cute and headstrong""! Is this a panda base or a human base. O Netease Pictures",1
75b52ed2jw1eye7edvbkfj20c308hgls.jpg,"[Beijing Midi Music School gathered more than 300 people to take a urine test for drug use] Yesterday, a netizen revealed that there were seven or eight police cars coming to Midi School, more than 300 people to take a urine test, and many people were taken away. Zhang Fan, the principal of Midi School, responded that more than ten students were indeed taken away, and warned students not to touch drugs. ""We hope that they will return to school as soon as possible and continue their studies."" O Netease News Client",1
6e35c3b7jw1e4p6fm57x9j20c80icdgq.jpg,"Forward, the rhubarb duck exploded in Hong Kong, which was caused by the cigarette end thrown by Hu of a tour group in Shenyang, mainland China. On the evening of the 13th, the tour group took the luxury passenger ship ""Molia No."" and passed by the rhubarb duck. Hu threw 30 lighted cigarette butts at it and said to the tourists around ""I don't believe I can't kill you"". After the rhubarb duck fell down last night, the guide confirmed that the Hong Kong police had taken it into custody& nbsp;& nbsp;& nbsp;& nbsp;& nbsp;& nbsp;& nbsp;& nbsp;& nbsp; Ducks have gone to 16 countries without incident. Why did Mao die in China?",0
4a12e310jw1dwyrgk4nxij.jpg,"[Oh, I'm really sorry~] @ Shanghai Dog Net: The Akita dog of a dog lover in Songjiang was killed. Because it is also a ""Japanese product"", it was killed by a group of people rushing into the garden. The owner is crying now, saying that her pet dog neither speaks Japanese nor has been to Japan. And I grew up eating Chinese dog food",0
61b8c41egw1ev6tk4epwnj20dw0vyafj.jpg,"[Promotion] # Desert Adult Gift # This summer, a private activity for Ping An vip customers and their children, created by Ping An vip club, ""Desert Adult Gift (Tengger Desert Station) will be launched in Alashan, Inner Mongolia from August 15 to 19! Participating families will launch the"" 100 million Haloxylon ammodendron ""public welfare crowdfunding plan to walk through the desert and explore wild animals and plants, Watch the Milky Way Galaxy... realize spiritual inheritance in the desert environment.",1
